Latitude,Longitude,Meadow_type,FIN_TYP,nearestDist (m),ALT_CODE,ECOREGION,ECO_CODE,ECO_CODE_X,Lat_Zone,PROVINCE,PROV_CODE,REALM,RLM_CODE,ARCTICCODE,AREA,BASINAREA,BASINID,BASINLENGT,BASINORDER,COLOR,CONTINENT_,C_BASIN_,C_BASIN_ID,DATA_VOL,DBITEMS,ESRI,HYDRO,MERGED_BAS,OCEANCODE,OCEANNAME,OCEAN_CODE,PERIMETER,RECORDNAME,SEABASINCO,SEABASINNA,SEACODE,SEANAME,SUBCONTINE,SUBCONTINE1,SYMBOLFLD,UP6
-35.09137836,117.9490284,monospecific,1,10137.51579,195,Leeuwin,20209,209,Temperate,Southwest Australian Shelf,57,Temperate Australasia,11,0,0.5,5095.2,2048,111.2,1,9,3,6736,6735,0,Record:2048,Australasia,Australasia,0,64,Indian Ocean,3,3,GHAASBasin2048,1412,Great Australian Bay,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-32.19371667,115.7471833,monospecific,1,0,195,Leeuwin,20209,209,Temperate,Southwest Australian Shelf,57,Temperate Australasia,11,0,1.5,15598.9,786,175.2,2,8,3,6673,6672,0,Record:786,Australasia,Australasia,0,64,Indian Ocean,3,5,GHAASBasin786,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-32.136,115.7424833,monospecific,1,0,195,Leeuwin,20209,209,Temperate,Southwest Australian Shelf,57,Temperate Australasia,11,0,1.5,15598.9,786,175.2,2,8,3,6673,6672,0,Record:786,Australasia,Australasia,0,64,Indian Ocean,3,5,GHAASBasin786,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-32.19383333,115.7478167,monospecific,1,0,195,Leeuwin,20209,209,Temperate,Southwest Australian Shelf,57,Temperate Australasia,11,0,1.5,15598.9,786,175.2,2,8,3,6673,6672,0,Record:786,Australasia,Australasia,0,64,Indian Ocean,3,5,GHAASBasin786,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-25.86351667,113.4927667,monospecific,7,50841.38913,193,Shark Bay,20210,210,Temperate,West Central Australian Shelf,58,Temperate Australasia,11,0,0.75,8352.9,1323,150.2,1,9,3,6553,6552,4,Record:1323,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1323,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-25.97473056,114.1240194,monospecific,7,0,193,Shark Bay,20210,210,Temperate,West Central Australian Shelf,58,Temperate Australasia,11,0,0.75,8352.9,1323,150.2,1,9,3,6553,6552,4,Record:1323,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1323,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-30.31229444,115.0005139,monospecific,1,0,192,Houtman,20211,211,Temperate,West Central Australian Shelf,58,Temperate Australasia,11,0,0.25,2670.4,3641,48,1,8,3,6629,6628,0,Record:3641,Australasia,Australasia,0,64,Indian Ocean,3,2,GHAASBasin3641,1413,West Australian Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
24.48879,124.22926,monospecific,1,225956.6081,119,South Kuroshio,20121,121,Tropical,South Kuroshio,28,Central Indo-Pacific,6,0,0.25,2807.3,3477,75.2,1,7,2,4611,4610,0,Record:3477,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin3477,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
24.48891,124.2295,monospecific,1,225980.3453,119,South Kuroshio,20121,121,Tropical,South Kuroshio,28,Central Indo-Pacific,6,0,0.25,2807.3,3477,75.2,1,7,2,4611,4610,0,Record:3477,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin3477,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
9.2513,98.3394,monospecific,1,17647.0002,106,Andaman Sea Coral Coast,20110,110,Tropical,Andaman,24,Western Indo-Pacific,5,0,1.5,18323.2,698,211.8,2,7,2,5336,5335,0,Record:698,Asia,Asia,0,96,Pacific Ocean,6,6,GHAASBasin698,1325,West SouthChina Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
22.60416667,39.33638889,monospecific,7,0,97,Northern and Central Red Sea,20087,87,Tropical,Red Sea and Gulf of Aden,18,Western Indo-Pacific,5,0,0.5,5701.6,1868,102.5,1,7,2,4685,4684,4,Record:1868,Asia,Asia,0,64,Indian Ocean,3,3,GHAASBasin1868,1340,East Red Sea,66,Red Sea,Asia,2,Network Symbol,Asia
22.80861111,39.18916667,monospecific,7,0,97,Northern and Central Red Sea,20087,87,Tropical,Red Sea and Gulf of Aden,18,Western Indo-Pacific,5,0,0.5,5701.6,1868,102.5,1,7,2,4685,4684,4,Record:1868,Asia,Asia,0,64,Indian Ocean,3,3,GHAASBasin1868,1340,East Red Sea,66,Red Sea,Asia,2,Network Symbol,Asia
22.82611111,39.1675,monospecific,7,0,97,Northern and Central Red Sea,20087,87,Tropical,Red Sea and Gulf of Aden,18,Western Indo-Pacific,5,0,0.5,5701.6,1868,102.5,1,7,2,4685,4684,4,Record:1868,Asia,Asia,0,64,Indian Ocean,3,3,GHAASBasin1868,1340,East Red Sea,66,Red Sea,Asia,2,Network Symbol,Asia
22.80472222,39.17888889,monospecific,7,0,97,Northern and Central Red Sea,20087,87,Tropical,Red Sea and Gulf of Aden,18,Western Indo-Pacific,5,0,0.5,5701.6,1868,102.5,1,7,2,4685,4684,4,Record:1868,Asia,Asia,0,64,Indian Ocean,3,3,GHAASBasin1868,1340,East Red Sea,66,Red Sea,Asia,2,Network Symbol,Asia
22.81444444,39.17916667,monospecific,7,0,97,Northern and Central Red Sea,20087,87,Tropical,Red Sea and Gulf of Aden,18,Western Indo-Pacific,5,0,0.5,5701.6,1868,102.5,1,7,2,4685,4684,4,Record:1868,Asia,Asia,0,64,Indian Ocean,3,3,GHAASBasin1868,1340,East Red Sea,66,Red Sea,Asia,2,Network Symbol,Asia
-30.29042,-71.608011,monospecific,7,10391.33985,173,Central Chile,20177,177,Temperate,Warm Temperate Southeastern Pacific,45,Temperate South America,9,0,0.25,2670.4,3642,48,1,7,7,6621,6620,4,Record:3642,South America,South America,0,96,Pacific Ocean,6,2,GHAASBasin3642,1112,Chile Basin,96,Pacific Ocean,South America,11,Network Symbol,South America
43.05423611,144.9920917,monospecific,1,0,46,Oyashio Current,20047,47,Temperate,Cold Temperate Northwest Pacific,8,Temperate Northern Pacific,3,0,0.25,2251.6,4151,68.9,1,8,2,3663,3662,0,Record:4151,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin4151,1318,Japan Trench,96,Pacific Ocean,Asia,2,Network Symbol,Asia
48.51479,-122.52914,monospecific,0,0,55,Puget Trough/Georgia Basin,25056,56,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,2,0,-9999,0,0,0,0,3311,3310,0,,,,0,,,0,7,,0,,0,,,0,,
34.3242,132.8944,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.3238,132.8938,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.2967,132.9154,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.2578,132.9736,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.2311,132.9855,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
59.916668,21.783333,monospecific,4,41102.11002,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3044.4,2979,111.2,1,8,4,2592,2591,0,Record:2979,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2979,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
59.90139,23.83333,monospecific,4,10986.53097,,,,,,,,,,0,0.5,3044.4,2977,111.2,1,8,4,2594,2593,0,Record:2977,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2977,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
60.223057,21.693611,monospecific,4,30856.49919,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3020.9,3071,54.3,1,9,4,2591,2590,0,Record:3071,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin3071,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
59.81667,23,monospecific,4,20425.18045,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3044.4,2979,111.2,1,8,4,2592,2591,0,Record:2979,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2979,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
59.82389,23.07417,monospecific,4,19621.12977,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3044.4,2978,111.2,1,9,4,2593,2592,0,Record:2978,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2978,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
60.11667,21.85,monospecific,4,36141.36905,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3044.4,2979,111.2,1,8,4,2592,2591,0,Record:2979,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2979,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
59.83333,23.2,monospecific,4,18569.44205,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3044.4,2978,111.2,1,9,4,2593,2592,0,Record:2978,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2978,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
55.51698,10.65923,monospecific,4,10236.78038,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.75,5308.2,1977,95.6,2,7,4,2980,2979,0,Record:1977,Europe,Europe,0,4,Atlantic Ocean,2,4,GHAASBasin1977,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
55.43849,10.56499,monospecific,4,4113.461575,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.75,5308.2,1977,95.6,2,7,4,2980,2979,0,Record:1977,Europe,Europe,0,4,Atlantic Ocean,2,4,GHAASBasin1977,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
54.992767,10.649561,monospecific,4,9572.704051,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1784.1,4645,64.1,1,9,4,3015,3014,0,Record:4645,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4645,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
56.96071,9.07152,monospecific,4,0,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3412.4,2442,111.2,1,9,4,2878,2877,0,Record:2442,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2442,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
55.27979,10.80807,monospecific,4,19577.30697,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.75,5308.2,1977,95.6,2,7,4,2980,2979,0,Record:1977,Europe,Europe,0,4,Atlantic Ocean,2,4,GHAASBasin1977,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
55.0167,8.783,monospecific,2,0,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3524,2422,63.4,1,9,4,2979,2978,0,Record:2422,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2422,403,North Sea,48,North Sea,Europe,4,Network Symbol,Europe
34.29705,132.91769,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.23766,132.99151,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.24288,132.95203,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.06781,132.89949,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
34.04272,132.8431,monospecific,1,0,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,7665.5,1390,144.3,2,7,2,4188,4187,0,Record:1390,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin1390,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
33.6073,131.2348,monospecific,1,11900.73423,42,Central Kuroshio Current,20051,51,Temperate,Warm Temperate Northwest Pacific,9,Temperate Northern Pacific,3,0,0.25,2585.2,3717,55.6,1,9,2,4234,4233,0,Record:3717,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin3717,1319,Philippines Sea,96,Pacific Ocean,Asia,2,Network Symbol,Asia
43.3547,145.2435,monospecific,1,0,46,Oyashio Current,20047,47,Temperate,Cold Temperate Northwest Pacific,8,Temperate Northern Pacific,3,0,0.25,2251.6,4150,68.9,1,7,2,3664,3663,0,Record:4150,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin4150,1318,Japan Trench,96,Pacific Ocean,Asia,2,Network Symbol,Asia
43.32728333,145.2626333,monospecific,1,0,46,Oyashio Current,20047,47,Temperate,Cold Temperate Northwest Pacific,8,Temperate Northern Pacific,3,0,0.25,2251.6,4150,68.9,1,7,2,3664,3663,0,Record:4150,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin4150,1318,Japan Trench,96,Pacific Ocean,Asia,2,Network Symbol,Asia
43.30240833,145.3706472,monospecific,1,0,46,Oyashio Current,20047,47,Temperate,Cold Temperate Northwest Pacific,8,Temperate Northern Pacific,3,0,0.25,2251.6,4150,68.9,1,7,2,3664,3663,0,Record:4150,Asia,Asia,0,96,Pacific Ocean,6,2,GHAASBasin4150,1318,Japan Trench,96,Pacific Ocean,Asia,2,Network Symbol,Asia
42.25072,-70.77708,monospecific,2,0,22,Gulf of Maine/Bay of Fundy,25040,40,Temperate,Cold Temperate Northwest Atlantic,5,Temperate Northern Atlantic,2,0,0.75,6864.7,1482,123.5,1,9,5,3698,3697,0,Record:1482,North America,North America,0,4,Atlantic Ocean,2,4,GHAASBasin1482,827,New England Coast,32,Atlantic Ocean,North America,8,Network Symbol,North America
41.77272,-70.48758,monospecific,2,1032.686423,22,Gulf of Maine/Bay of Fundy,25040,40,Temperate,Cold Temperate Northwest Atlantic,5,Temperate Northern Atlantic,2,0,0.25,2306.3,4086,69.5,1,7,5,3723,3722,2,Record:4086,North America,North America,0,4,Atlantic Ocean,2,2,GHAASBasin4086,827,New England Coast,32,Atlantic Ocean,North America,8,Network Symbol,North America
41.45622,-70.58708,monospecific,2,4863.208624,26,Virginian,20041,41,Temperate,Cold Temperate Northwest Atlantic,5,Temperate Northern Atlantic,2,0,0.25,2306.3,4086,69.5,1,7,5,3723,3722,2,Record:4086,North America,North America,0,4,Atlantic Ocean,2,2,GHAASBasin4086,827,New England Coast,32,Atlantic Ocean,North America,8,Network Symbol,North America
49.06747,-125.46528,monospecific,4,0,54,"Oregon, Washington, Vancouver Coast and Shelf",25057,57,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,0.25,2017.9,4409,66.5,1,7,5,3309,3308,0,Record:4409,North America,North America,0,96,Pacific Ocean,6,2,GHAASBasin4409,809,North Cascadia Basin,96,Pacific Ocean,North America,8,Network Symbol,North America
49.08368,-125.43713,monospecific,4,0,54,"Oregon, Washington, Vancouver Coast and Shelf",25057,57,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,0.25,2017.9,4409,66.5,1,7,5,3309,3308,0,Record:4409,North America,North America,0,96,Pacific Ocean,6,2,GHAASBasin4409,809,North Cascadia Basin,96,Pacific Ocean,North America,8,Network Symbol,North America
49.08297,-125.40472,monospecific,4,0,54,"Oregon, Washington, Vancouver Coast and Shelf",25057,57,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,0.25,2017.9,4409,66.5,1,7,5,3309,3308,0,Record:4409,North America,North America,0,96,Pacific Ocean,6,2,GHAASBasin4409,809,North Cascadia Basin,96,Pacific Ocean,North America,8,Network Symbol,North America
49.0834,-125.49481,monospecific,4,0,54,"Oregon, Washington, Vancouver Coast and Shelf",25057,57,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,0.25,2017.9,4409,66.5,1,7,5,3309,3308,0,Record:4409,North America,North America,0,96,Pacific Ocean,6,2,GHAASBasin4409,809,North Cascadia Basin,96,Pacific Ocean,North America,8,Network Symbol,North America
49.13064,-125.55835,monospecific,4,0,54,"Oregon, Washington, Vancouver Coast and Shelf",25057,57,Temperate,Cold Temperate Northeast Pacific,10,Temperate Northern Pacific,3,0,0.25,2017.9,4410,66.5,1,8,5,3308,3307,0,Record:4410,North America,North America,0,96,Pacific Ocean,6,2,GHAASBasin4410,809,North Cascadia Basin,96,Pacific Ocean,North America,8,Network Symbol,North America
54.70194,18.55194,monospecific,3,3348.373701,29,Baltic Sea,20024,24,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,3590.2,2396,119.9,1,7,4,3018,3017,0,Record:2396,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin2396,404,Baltic Sea,50,Baltic Sea,Europe,4,Network Symbol,Europe
50.46053,-3.53361,monospecific,2,0,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.403,-3.5217,monospecific,2,0,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.405,-3.54472,monospecific,2,0,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.331,-4.1983,monospecific,2,14119.45644,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.31,-4.06639,monospecific,2,4729.028651,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.6428,-1.9439,monospecific,2,0,32,North Sea,20025,25,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.5,3890.8,2330,111.2,1,8,4,3225,3224,0,Record:2330,Europe,Europe,0,4,Atlantic Ocean,2,3,GHAASBasin2330,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.341,-4.13028,monospecific,2,9274.098188,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.46472,-3.48806,monospecific,2,847.5911307,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.3572,-4.1528,monospecific,2,10873.73819,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.637,-2.56194,monospecific,2,0,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1955.9,4487,55.6,1,8,4,3248,3247,0,Record:4487,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4487,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.5283,-4.1772,monospecific,2,0,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1955.9,4482,65.7,1,7,4,3245,3244,0,Record:4482,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4482,402,Hutton-Rockall Basin,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
50.3606,-4.16028,monospecific,2,11405.07217,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1976.7,4462,55.6,1,7,4,3274,3273,0,Record:4462,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4462,401,Iberian-Biscay Plains,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
51.353,-4.4417,monospecific,2,16355.07239,30,Celtic Seas,20026,26,Temperate,Northern European Seas,2,Temperate Northern Atlantic,2,0,0.25,1913.8,4514,65.5,1,7,4,3198,3197,0,Record:4514,Europe,Europe,0,4,Atlantic Ocean,2,2,GHAASBasin4514,402,Hutton-Rockall Basin,32,Atlantic Ocean,Europe,4,Network Symbol,Europe
-38.2654,144.4967833,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.26528333,144.4959833,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.26491667,144.4949167,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.25893333,144.4848667,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.25841667,144.4839667,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.13661667,144.3562,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.13693333,144.35635,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
-38.1356,144.3559167,monospecific,2,0,197,Bassian,20205,205,Temperate,Southeast Australian Shelf,56,Temperate Australasia,11,0,0.75,7332.5,1431,166.8,1,9,3,6792,6791,0,Record:1431,Australasia,Australasia,0,64,Indian Ocean,3,4,GHAASBasin1431,1411,South East Australia Coast,64,Indian Ocean,Australia,3,Network Symbol,Australasia
