Site,CoreID,Species,Meadow_type,Location,Station,Latitude,Longitude,Country,Stock_0_20cm,Stock_0_50cm,Stock_20_50cm,Stock_20_50cm_estimate,d13C_surface,d13C_0_20cm,SD_d13C_0_20cm,N_d13C_0_20cm,d13C_0_50cm,SD_d13C_0_50cm,N_d13C_0_50cm,d13C_20_50cm,SD_d13C_20_50cm,N_d13C_20_50cm,d13C_leaf,SD_d13C_leaf,N_d13C_leaf,surface_soil_leaf_difference_d13C,z0_20_soil_leaf_difference_d13C,z20_50_soil_leaf_difference_d13C,Source
,,Zostera marina,monospecific,Clayoquot Sound,Robert Point,49.1307,-125.55836,USA,8.2,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
,,Zostera marina,monospecific,Clayoquot Sound,Robert Point,49.13064,-125.55835,USA,9.6,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
,,Zostera marina,monospecific,Clayoquot Sound,Kennedy Cove,49.0834,-125.49481,USA,21.1,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
,,Zostera marina,monospecific,Clayoquot Sound,Grice bay,49.06747,-125.46528,USA,10.7,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
,,Zostera marina,monospecific,Clayoquot Sound,Grice bay,49.08368,-125.43713,USA,16.9,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
,,Zostera marina,monospecific,Clayoquot Sound,Kennedy Cove,49.08297,-125.40472,USA,12.8,,,,,,,,,,,,,,,,,,,,"Postlethwaite et al., 2018 Low blue carbon storage in eel grass (Zostera marina) meadows on the Pacific coast of Canada . Plos one June."
1,269,Zostera marina,monospecific,"Padilla Bay, Oregon",,48.51479,-122.52914,USA,15,44,29.4,29,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
10,81,"Halodule wrightii, Ruppia maritima",multispecific,"Celestun Lagoon, Yucatan",,20.9254,-90.3446,Mexico,28.7,,,,-20.8,-19.1,1.98,10,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,5,Thalassia testudinum,monospecific,Florida Bay,NM0208132,24.9412,-80.8642,USA,41.5,99.9,58.3,58.4,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,6,Thalassia testudinum,monospecific,Florida Bay,NM0208134,24.9412,-80.8642,USA,46.1,106.9,60.8,60.8,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,1,Thalassia testudinum,monospecific,Florida Bay,BA0206122,25.02476744,-80.68097374,USA,39.5,90.9,51.3,51.4,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,2,Thalassia testudinum,monospecific,Florida Bay,BA0206124,25.02476744,-80.68097374,USA,30.8,75.3,44.5,44.5,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,3,Thalassia testudinum,monospecific,Florida Bay,RB0206125,25.0343,-80.6397,USA,26.6,69.6,45.7,43,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,4,Thalassia testudinum,monospecific,Florida Bay,RB0206127,25.0343,-80.6397,USA,33.6,82.4,48.8,48.8,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,7,Thalassia testudinum,monospecific,Florida Bay,TC0206129,25.2148,-80.5404,USA,20.2,66.2,46,46,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,8,Thalassia testudinum,monospecific,Florida Bay,TC02061211,25.2148,-80.5404,USA,29.7,64.6,35,34.9,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,388,Thalassia testudinum,monospecific,Eastern Grand Bahama,,26.621,-77.828,Bahama,12.5,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,389,Thalassia testudinum,monospecific,Eastern Grand Bahama,,26.621,-77.828,Bahama,13.4,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,,Zostera chilensis,monospecific,Puerto Aldea,,-30.29042,-71.608011,Chile,7.9,,,,,,,,,,,,,,,,,,,,Marba unpublished data
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.41968,-70.9186,USA,24.2,,,,-12.9,,,,,,,,,,,,,-3.2,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.41968,-70.9186,USA,23.4,,,,-16.2,,,,,,,,,,,,,-6.5,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.41968,-70.9186,USA,14.7,,,,-17.4,,,,,,,,,,,,,-7.7,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.25072,-70.77708,USA,54.7,,,,-17.3,,,,,,,,,,,,,-7.6,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.5982,-70.65519,USA,33.1,,,,-19.4,,,,,,,,,,,,,-9.7,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.5982,-70.65519,USA,47.1,,,,-17.8,,,,,,,,,,,,,-8.1,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,42.5982,-70.65519,USA,32.2,,,,-19.2,,,,,,,,,,,,,-9.5,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Nantucket Sound, Mass",,41.45622,-70.58708,USA,37.7,,,,-16.2,,,,,,,,,,,,,-6.5,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
,,Zostera marina,monospecific,"Massachusetts Bay, Mass",,41.77272,-70.48758,USA,20.3,,,,-15.1,,,,,,,,,,,,,-5.4,,,"Colarusso, P, J Simpson, A Novak, K Ford, P DiBona, P Vella, J Deane and S Stanley. 2016. Blue Carbon, Green Eelgrass: Estimating Carbon Storage in Eelgrass in the Gulf of Maine. Tech. Rep funded by US EPA Climate Ready Estuaries Program. 18 pp"
5,390,Zostera marina,monospecific,Kobbe Fjord,,64.16,-51,Greenland,7.6,,,,,,,,,,,,,,,,,,,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
5,391,Zostera marina,monospecific,Kobbe Fjord,,64.16,-51,Greenland,7.4,,,,,,,,,,,,,,,,,,,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
5,392,Zostera marina,monospecific,Kobbe Fjord,,64.16,-51,Greenland,7.9,,,,-25.8,-29.8,2.52,10,,,,,,,,,,-16.1,-20.1,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
5,394,Zostera marina,monospecific,Ameralik,,64.0024,-51,Greenland,2.9,,,,,,,,,,,,,,,,,,,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
6,395,Zostera marina,monospecific,Ameralik,,64.0024,-51,Greenland,5.6,,,,,,,,,,,,,,,,,,,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
6,396,Zostera marina,monospecific,Ameralik,,64.0024,-51,Greenland,1.4,,,,-20.7,-25.7,5.04,10,,,,,,,,,,-11,-16,,"Núria Marbà, Dorte Krause-Jensen, Pere Masqué, Carlos M. Duarte. Expanding Greenland seagrass meadows contribute new carbon sinks. submitted to Global Change Biolgy"
1,,Halodule wrightii,monospecific,Bracui,site 1,-22.9571,-44.384567,Brazil,2.1,18.7,16.3,16.6,-20.2,,,,,,,,,,-10.3,,,-9.9,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
1,,Halodule wrightii,monospecific,Bracui,site 2,-22.957267,-44.381133,Brazil,8,25.1,17,17.1,-20.2,,,,,,,,,,-10.6,,,-20.2,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
2,,Halodule wrightii,monospecific,Ilha Grande,site 1,-23.104933,-44.213233,Brazil,27.6,62.9,35.4,35.3,-24,,,,,,,,,,-9.9,,,-24,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
2,,Halodule wrightii,monospecific,Ilha Grande,site 2,-23.133783,-44.151083,Brazil,11.2,50.5,39.3,39.3,-27.7,,,,,,,,,,-11,,,-27.7,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
1,,Halophila decipiens,monospecific,Urca,,-22.947603,-43.163558,Brazil,18.5,27.7,8.5,9.2,-19.7,,,,,,,,,,-9.7,,,-19.7,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
3,,Halodule wrightii,monospecific,Arraial do Cabo,,-22.973434,-42.020278,Brazil,8.1,,,,-22.1,,,,,,,,,,-11.7,,,-22.1,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
4,,Halodule wrightii,monospecific,Ilha do Japones,site 2,-22.878932,-42.003653,Brazil,10.1,24,13.9,13.9,-11.3,,,,,,,,,,-7.7,,,-11.3,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
4,,Halodule wrightii,monospecific,Ilha do Japones,site 1,-22.881841,-42.002751,Brazil,7,14.1,7.2,7.1,-13.5,,,,,,,,,,-8.1,,,-13.5,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
5,,Halodule wrightii,monospecific,Manguinhos,,-22.769126,-41.912172,Brazil,16.1,,,,-17.6,,,,,,,,,,-11.5,,,-17.6,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
6,,Halodule wrightii,monospecific,Praia da Ferradura,,-22.772383,-41.888983,Brazil,13.3,36.7,23.3,23.4,-16.3,,,,,,,,,,-9.9,,,-16.3,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
7,,Halodule wrightii,monospecific,Praia dos Ossos,,-22.745867,-41.88145,Brazil,20.1,,,,-20.5,,,,,,,,,,-9.5,,,-20.5,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
2,,Halodule emarginata,monospecific,Vitoria,,-20.301767°,-40.285967,Brazil,17.9,62,39.1,44.1,-18,,,,,,,,,,-9.9,,,-8.1,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
1,,Halodule emarginata,monospecific,Vila Velha,,-20.325117,-40.271533,Brazil,40.6,91.6,46.2,51,-21.6,,,,,,,,,,-13.4,,,-8.2,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
8,,Halodule wrightii,monospecific,Santa Cruz,,-19.95365,-40.152067,Brazil,46.1,96.5,50.5,50.4,-11.3,,,,,,,,,,-10,,,-11.3,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
11,,"Halodule wrightii, Halophila decipiens",multispecific,Santa Cruz,,-19.95365,-40.152067,,31.6,76.1,44.5,44.5,,,,,,,,,,,,,,,,,"Howard J.L. Creed,J.C.  Aguiar, M.V.P.Fouqurean J.W. 2017 CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage. Limnology and Oceanography"
2,829,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,25.9,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,830,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,30.3,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,831,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,28.6,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,832,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,20.8,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,833,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,15.4,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,834,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,23,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,835,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,24.3,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,836,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,29.3,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
2,837,Zostera noltii,monospecific,Oued Tahaddart,,35.5788,-5.9897,Morocco,16.1,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
,,Zostera marina,monospecific,Looe,,51.353,-4.4417,UK,20.1,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Cawsands,50.331,-4.1983,UK,28.8,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Tomb rock,50.5283,-4.1772,UK,20.2,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Firestone bay,50.3606,-4.16028,UK,27.2,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Drakes isle,50.3572,-4.1528,UK,70.8,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Jennycliff bay,50.341,-4.13028,UK,26.5,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
,,Zostera marina,monospecific,Plymouth,Yealm,50.31,-4.06639,UK,25,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
1,817,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,11,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,818,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,11.8,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,819,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,9.2,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,823,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,14.2,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,824,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,14.9,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
1,825,Zostera noltii,monospecific,Santander Bay,,43.4392,-3.7749,Spain,15.4,,,,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
,,Zostera marina,monospecific,Torbay,Elbery cove,50.405,-3.54472,UK,27.3,,,,,,,,,,,,,,,,,,,,"Green A, Chadwick MA, Jones PJS (2018) Variability of UK seagrass sediment carbon: Implications for blue carbon estimates and marine conservation management. PLoS ONE 13(9): e0204431. https://doi.org/10.1371/journal.pone.0204431"
