Site,CoreID,Species,Meadow_type,Location,Station,Latitude,Longitude,Country,Stock_0_20cm,Stock_0_50cm,Stock_20_50cm,Stock_20_50cm_estimate,d13C_surface,d13C_0_20cm,SD_d13C_0_20cm,N_d13C_0_20cm,d13C_0_50cm,SD_d13C_0_50cm,N_d13C_0_50cm,d13C_20_50cm,SD_d13C_20_50cm,N_d13C_20_50cm,d13C_leaf,SD_d13C_leaf,N_d13C_leaf,surface_soil_leaf_difference_d13C,z0_20_soil_leaf_difference_d13C,z20_50_soil_leaf_difference_d13C,Source
9,798,Posidonia oceanica,monospecific,Ischia,,40.753,13.9,Spain,86,215,129,129,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
13,810,Posidonia oceanica,monospecific,Melieha Bay,,35.972,14.3624,Malta,87.6,275,182,187.4,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
12,807,Posidonia oceanica,monospecific,Saline Bay,,35.96,14.43,Malta,20.1,71,47,50.9,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
12,808,Posidonia oceanica,monospecific,Saline Bay,,35.96,14.43,Malta,43.8,83,41,39.2,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
12,809,Posidonia oceanica,monospecific,Saline Bay,,35.96,14.43,Malta,61.6,119,61,57.4,,,,,,,,,,,,,,,,,"Fourqurean, J. W., Duarte, C. M., Kennedy, H., Marbà, N., Holmer, M., Mateo, M. A., Apostolaki, E.T., Kendrick, G.A., Krause-Jensen, D., McGlathery, K.J. and  Serrano, O. Seagrass ecosystems as a globally significant carbon stock. Nature Geosci., 5 (7), 505-509, 2012."
,,Zostera marina,monospecific,Puck lagoon Gulf of Gdansk,,54.70194,18.55194,Poland,38.6,,,,,,,,,,,,,,,,,,,,"Jankowska, E., L. N. Michel, A. Zaborska, and M. W odarska-Kowalczuk (2016), Sediment carbon sink in low-density temperate eelgrass meadows (Baltic Sea), J. Geophys. Res. Biogeosci. 121, 2918-2934 "
,,Zostera marina,monospecific,Jänisholm,,60.223057,21.693611,Finland,3.7,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Lyddaren,,60.11667,21.73333,Finland,9.3,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Ängsö,,60.11667,21.73333,Finland,5.5,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
7,ZMFF,Zostera marina,monospecific,Fårö,,59.916668,21.783333,Finland,4,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Sackholm,,60.11667,21.85,Finland,6.8,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Kolaviken,,59.81667,23,Finland,3.4,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Ryssholmen,,59.82389,23.07417,Finland,4.5,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,Tvärminne,,59.83333,23.2,Finland,5.1,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,,Zostera marina,monospecific,"Hummelskär, ",,59.90139,23.83333,Finland,6.9,,,,,,,,,,,,,,,,,,,,"Röhr, ME Boström, C; Canal-Vergés, P; Holmer, M 2016 Blue carbon stocks in Baltic Sea eelgrass (Zostera marina) meadows. Biogeosciences 13(22), 6139-6153. 10.5194/bg-13-6139-2016"
,AHS5,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,23.16277778,38.98,Saudi Arabia,9.6,18.2,9.2,8.6,-15,-14.8,0.13,4,-15.1,0.4,9,-15.3,0.44,5,,,,-7.2,-7,-7.5,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS6,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,23.16277778,38.98,Saudi Arabia,8,15,7.5,7,-14.9,-14.7,0.32,4,-15.3,0.76,9,-15.7,0.72,5,,,,-7.1,-6.9,-7.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS7,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,23.16277778,38.98,Saudi Arabia,7.8,16.6,9,8.8,-14.1,-15,0.55,20,-14.9,0.54,34,-14.8,0.53,14,,,,-6.3,-7.2,-7,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS2,Halodule uninervis,monospecific,"Red Sea, ",Khor Alkarar,22.9625,39.06166667,Saudi Arabia,5.5,14.8,9.2,9.3,-14.4,-14.7,0.2,3,-14.5,0.32,8,-14.4,0.35,5,,,,-4.1,-4.4,,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS3,Halodule uninervis,monospecific,"Red Sea, ",Khor Alkarar,22.9625,39.06166667,Saudi Arabia,5.3,12.2,7,6.9,-13.7,-14.3,0.65,3,-14.3,0.43,7,-14.3,0.3,4,,,,-3.4,-4,,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS4,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,22.9625,39.06166667,Saudi Arabia,5.5,11.3,5.9,5.8,-13.8,-14,0.22,3,-14,0.27,6,-13.9,0.35,3,,,,-6,-6.2,-6.1,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS1,Halodule uninervis,monospecific,"Red Sea, ",Khor Alkarar,22.94027778,39.09277778,Saudi Arabia,7,12.8,5.8,5.8,-10.8,-13,1.04,19,-13.4,0.97,32,-14.1,0.28,13,,,,-0.5,-2.7,,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS10,Halodule uninervis,monospecific,"Red Sea, ",Khor Alkarar,22.94055556,39.11333333,Saudi Arabia,9,20.8,11.6,11.8,-13.9,-14,0.2,4,-14,0.15,9,-14,0.13,5,,,,-3.6,-3.7,,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,TSC,Halophila stipulacea,monospecific,"Red Sea, ",Thuwal,22.50444444,39.11333333,Saudi Arabia,4.4,9.9,5.7,5.5,-14.7,-14.9,0.32,3,-15.4,0.95,8,-15.7,1.09,5,,,,-6.9,-7.1,-7.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS8,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,22.94055556,39.11333333,Saudi Arabia,8.7,19,10.8,10.3,-14.4,-14.1,0.33,4,-13.9,0.32,9,-13.8,0.27,5,,,,-6.6,-6.3,-6,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,AHS9,Halophila stipulacea,monospecific,"Red Sea, ",Khor Alkarar,22.94055556,39.11333333,Saudi Arabia,8.3,18.5,10.4,10.2,-14.3,-14.3,0.28,18,-14.3,0.25,32,-14.3,0.22,14,,,,-6.5,-6.5,-6.5,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,TSA,Halophila stipulacea,monospecific,"Red Sea, ",Thuwal,22.51027778,39.11666667,Saudi Arabia,4.3,10.4,6.3,6.1,-14.6,-15.4,0.35,19,-16.3,2.41,33,-17.7,3.27,14,,,,-6.8,-7.6,-9.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,TSB,Halophila stipulacea,monospecific,"Red Sea, ",Thuwal,22.5075,39.11861111,Saudi Arabia,4.3,10.7,6.4,6.4,-14.9,-15.8,0.92,3,-17,1.26,8,-17.7,0.76,5,-7.8,2.7,4,-7.1,-8,-9.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,M1,Cymodocea serrulata,monospecific,Kibandiko Island,Zanzibar,-6.11917,39.166,Tanzania,6.7,,13.5,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M2,Cymodocea serrulata,monospecific,Changu island,Zanzibar,-6.11917,39.166,Tanzania,10.1,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M1,Thalassia hemimprichii,monospecific,Kibandiko Island,Zanzibar,-6.11917,39.166,Tanzania,8.3,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M2,Thalassia hemimprichii,monospecific,Changu island,Zanzibar,-6.11917,39.166,Tanzania,14.2,,14.1,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M1,Thalassodendrum ciliatum,monospecific,Kibandiko Island,Zanzibar,-6.11917,39.166,Tanzania,8,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M2,Thalassodendrum ciliatum,monospecific,Changu island,Zanzibar,-6.11917,39.166,Tanzania,10.8,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M2,"Halodule uninervis, Cymodocea rotundata, Halophila ovalis, Halophila stipulacae, Thalassia hemprichii",multispecific,Changu island,Zanzibar,-6.11917,39.166,Tanzania,9.5,,10.4,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M1,"Thalassia hemprichii, Cymodocea serrulata, Syringodium isoetifolium, Halodule uninervis, Thalassodendron ciliatum",multispecific,Kibandiko Island,Zanzibar,-6.11917,39.166,Tanzania,12.4,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M2,"Thalassia hemprichii, Cymodocea serrulata, Syringodium isoetifolium, Halodule uninervis, Thalassodendron ciliatum",multispecific,Changu island,Zanzibar,-6.11917,39.166,Tanzania,12.3,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,PRSB,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Petro Rabigh,22.82611111,39.1675,Saudi Arabia,2.8,38.7,30.5,35.9,-21.4,-21.5,1.19,3,-22.1,1.16,6,-22.7,0.91,3,,,,-8,-8.1,-9.3,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,M3,Cymodocea serrulata,monospecific,Chumba Island,Zanzibar,-6.279,39.1775,Tanzania,11.2,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M3,Thalassia hemimprichii,monospecific,Chumba Island,Zanzibar,-6.279,39.1775,Tanzania,5.5,,12.5,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M3,"Halodule uninervis, Cymodocea rotundata, Halophila ovalis, Halophila stipulacae, Thalassia hemprichii",multispecific,Chumba Island,Zanzibar,-6.279,39.1775,Tanzania,12,,,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,M3,"Thalassia hemprichii, Cymodocea serrulata, Syringodium isoetifolium, Halodule uninervis, Thalassodendron ciliatum",multispecific,Chumba Island,Zanzibar,-6.279,39.1775,Tanzania,13.5,,7,,,,,,,,,,,,,,,,,,"Belshe, E. F.; Hoeijmakers, D; Herran, N;  Mtolera, M; Teichberg, M. 2018 Seagrass community-level controls over organic carbon storage are constrained by geophysical attributes within meadows of Zanzibar, Tanzania. Biogeosciences, 15(14), 4609-4626"
,PRSZ,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Petro Rabigh,22.80472222,39.17888889,Saudi Arabia,1.9,6.6,5.1,4.7,-20.3,-21.9,1.36,3,-22.1,1.04,7,-22.3,0.93,4,,,,-6.9,-8.5,-8.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,PRSX,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Petro Rabigh,22.81444444,39.17916667,Saudi Arabia,3.2,9.7,5.9,6.5,-22,-21.2,0.79,3,-20.4,1.15,7,-19.8,1.09,4,,,,-8.6,-7.8,-6.4,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,PRSA,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Petro Rabigh,22.80861111,39.18916667,Saudi Arabia,3.5,10.2,6.7,6.7,-21.4,-20.6,0.74,17,-21.8,1.66,30,-23.4,1.11,13,,,,-8,-7.2,-10,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSC,Thalasia hemprichii,monospecific,"Red Sea, ",Economic city,22.60416667,39.33638889,Saudi Arabia,11.6,22.9,11.7,11.3,-12,-11.6,0.33,4,-11.4,0.28,8,-11.3,0.11,4,,,,-1.5,-1.1,-0.8,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSD,Enhalus acoroides,monospecific,"Red Sea, ",Economic city,22.60027778,39.34027778,Saudi Arabia,11.3,24,13,12.7,-12,-11.3,0.93,3,-11,0.7,7,-10.7,0.47,4,,,,-1.9,-1.2,-0.6,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSF,Enhalus acoroides,monospecific,"Red Sea, ",Economic city,22.61,39.34888889,Saudi Arabia,8.2,17,9.1,8.8,-13.2,-13.1,0.29,18,-12.9,0.42,32,-12.6,0.41,14,,,,-3.1,-3,-2.5,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSE,Enhalus acoroides,monospecific,"Red Sea, ",Economic city,22.61,39.34888889,Saudi Arabia,12.3,24.8,12.8,12.5,-11.9,-10.9,0.89,18,-11.4,1.05,32,-12,0.9,14,,,,-1.8,-0.8,-1.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSG,Enhalus acoroides,monospecific,"Red Sea, ",Economic city,22.59611111,39.35638889,Saudi Arabia,14.3,29.8,15.6,15.5,-11.2,-10.5,1.3,4,-10.1,1.23,8,-9.8,1.23,4,,,,-1.1,-0.4,0.3,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSA,Thalasia hemprichii,monospecific,"Red Sea, ",Economic city,22.56444444,39.35861111,Saudi Arabia,10.1,27,16.9,16.9,-13.8,-13.5,0.39,3,-12.3,1.6,7,-11.4,1.57,4,,,,-3.3,-3,-0.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSB,Thalasia hemprichii,monospecific,"Red Sea, ",Economic city,22.56444444,39.35861111,Saudi Arabia,9.4,22.1,12.9,12.7,-11.7,-11.8,0.24,14,-11.2,0.87,26,-10.5,0.74,12,,,,-1.2,-1.3,0,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSI,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Economic city,22.60138889,39.365,Saudi Arabia,7.2,13.7,6.6,6.5,-13.2,-14.2,0.9,3,-14.8,1.28,7,-15.3,1.44,4,-13.4,4.1,18,0.2,-0.8,-1.9,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSH,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Economic city,22.60138889,39.365,Saudi Arabia,4.6,,,,-13.8,-13.8,0.35,4,,,,,,,,,,-0.4,-0.4,,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
,RSJ,Thalassodendrum ciliatum,monospecific,"Red Sea, ",Economic city,22.60138889,39.365,Saudi Arabia,7.3,9.9,2.7,2.6,-13.1,-14.6,0.71,19,-15.4,1.34,32,-16.5,1.19,13,,,,0.3,-1.2,-3.1,"Serrano, O., Almahasheer, H., Duarte, CM., Irigoien, X 2018 Carbon stocks and accumulation rates in Red Sea seagrass meadows. Scientific Reports, 8, 15037 DI 10.1038/s41598-018-33182-8"
3,UUCR1,Cymodocea rotundata,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,9.7,,,,-19,-19.4,0.59,4,,,,,,,-15.2,0.8,,-3.8,-4.2,,Kennedy unpblished data
3,UUCr3,Cymodocea rotundata,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,9.6,30.4,20.8,20.8,,,,,,,,,,,,,,,,,Kennedy unpblished data
5,UUEn3,Enhalus acoroides,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,10.8,35.2,24.4,24.4,,,,,,,,,,,-12.7,1,,,,,Kennedy unpublished data
5,UUEn1,Enhalus acoroides,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,8.7,,,,-18.4,-18.5,0.31,4,,,,,,,-12.7,1,,-5.7,-5.8,,Kennedy unpublished data
2,UUTh1,Thalasia hemprichii,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,17.2,48.7,31.5,31.5,,,,,,,,,,,,,,,,,Kennedy unpublished
2,UUTh3,Thalasia hemprichii,monospecific,Menai Bay,Zanzibar,-6.3833,39.3667,Tanzania,10.9,31.3,20.3,20.4,-18.1,-19.3,0.85,4,,,,,,,-12.7,0.4,4,-5.4,-6.6,,Kennedy unpublished
2,CKCr2,Cymodocea rotundata,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,14.5,49.2,34.7,34.7,,,,,,,,,,,,,,,,,Kennedy unpblished data
2,CKCr1,Cymodocea rotundata,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,27.2,61.2,34,34,-16.4,-16.9,0.27,6,,,,,,,-17.9,0.4,,1.5,1,,Kennedy unpblished data
2,CKCr5,Cymodocea rotundata,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,15.4,45.5,30.1,30.1,,,,,,,,,,,,,,,,,Kennedy unpblished data
4,CKEn3,Enhalus acoroides,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,16.7,54.1,37.4,37.4,-16.2,-16.2,0.48,4,,,,,,,-13.6,0.9,,-2.6,-2.6,,Kennedy unpublished data
1,CKTH4,Thalasia hemprichii,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,20.2,47.6,27.4,27.4,,,,,,,,,,,,,,,,,Kennedy unpublished
1,CKTH9,Thalasia hemprichii,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,16.5,44.5,28,28,-15.7,-16,0.54,3,,,,,,,-9.5,0.5,3,-6.2,-6.5,,Kennedy unpublished
1,CKTH10,Thalasia hemprichii,monospecific,Chwaka Bay,Zanzibar,-6.1666,39.4666648,Tanzania,17.6,53.7,36.2,36.1,,,,,,,,,,,,,,,,,Kennedy unpublished
6,EAP1,Enhalus acoroides,monospecific,Gazi,,-4.366667,39.5,Keyna,24.4,,,,-22.9,-22.4,0.31,4,,,,,,,-14,0.6,,-8.9,-8.4,,Kennedy unpublished data
6,EAP2,Enhalus acoroides,monospecific,Gazi,,-4.366667,39.5,Keyna,28.2,,,,-22.2,-22.4,0.17,4,,,,,,,-14,0.6,,-8.2,-8.4,,Kennedy unpublished data
,SIP1,Syringodium isoetifolium,monospecific,Gazi,,-4.366667,39.5,Keyna,26.1,,,,,,,,,,,,,,,,,,,,Kennedy unpublished
,SIP2,Syringodium isoetifolium,monospecific,Gazi,,-4.366667,39.5,Keyna,23.2,,,,-18.7,-10,0.26,4,,,,,,,-10.6,3.2,,-8.1,,,Kennedy unpublished
,THP1,Thalassia hemimprichii,monospecific,Gazi,,-4.366667,39.5,Keyna,23.5,,,,-22,-22.3,,,,,,,,,-18,1,,-4,-4.3,,
,THP2,Thalassia hemimprichii,monospecific,Gazi,,-4.366667,39.5,Keyna,27.7,,,,-22.4,-22.7,,,,,,,,,-18,1,,-4.4,-4.7,,
,THP1,Thalassodendrum ciliatum,monospecific,Gazi,,-4.366667,39.5,Keyna,20.2,,,,-21.9,-21.8,0.12,3,,,,,,,-14.5,2.1,,-7.4,-7.3,,Kennedy unpublished data
,THP2,Thalassodendrum ciliatum,monospecific,Gazi,,-4.366667,39.5,Keyna,20.1,,,,-22.6,-22.4,0.28,4,,,,,,,-14.5,2.1,,-8.1,-7.9,,Kennedy unpublished data
