CoreID,Species,Depth_centre_slice,Dry_bulk_density,Organic_carbon
651,Cymodocea rotundata,1,1.4,0.41
651,Cymodocea rotundata,3,1.39,0.37
651,Cymodocea rotundata,5,1.36,0.25
651,Cymodocea rotundata,8,1.35,0.3
651,Cymodocea rotundata,12.5,1.39,0.09
651,Cymodocea rotundata,17.5,1.38,0.14
655,Cymodocea rotundata,1,1.41,0.31
655,Cymodocea rotundata,3,1.42,0.21
655,Cymodocea rotundata,5,1.39,0.18
655,Cymodocea rotundata,8,1.34,0.32
655,Cymodocea rotundata,12.5,1.36,0.34
655,Cymodocea rotundata,17.5,1.41,0.49
CKCr2,Cymodocea rotundata,2.5,0.54,1.03
CKCr2,Cymodocea rotundata,7.5,0.67,0.98
CKCr2,Cymodocea rotundata,12.5,0.7,1.3
CKCr2,Cymodocea rotundata,17.5,0.91,0.85
CKCr2,Cymodocea rotundata,22.5,0.9,1.08
CKCr2,Cymodocea rotundata,27.5,1.01,0.77
CKCr2,Cymodocea rotundata,32.5,1.12,0.96
CKCr2,Cymodocea rotundata,37.5,1.06,0.79
CKCr2,Cymodocea rotundata,42.5,1.18,1.07
CKCr2,Cymodocea rotundata,47.5,1.08,1.87
CKCr1,Cymodocea rotundata,2.5,0.76,1.39
CKCr1,Cymodocea rotundata,7.5,1.15,0.96
CKCr1,Cymodocea rotundata,12.5,1.25,1.64
CKCr1,Cymodocea rotundata,17.5,1.01,1.22
CKCr1,Cymodocea rotundata,22.5,1.03,1.36
CKCr1,Cymodocea rotundata,27.5,0.82,0.87
CKCr1,Cymodocea rotundata,32.5,1.06,0.93
CKCr1,Cymodocea rotundata,37.5,1,1.21
CKCr1,Cymodocea rotundata,42.5,1.16,1.03
CKCr1,Cymodocea rotundata,47.5,1.47,0.87
CKCr5,Cymodocea rotundata,2.5,0.81,1.23
CKCr5,Cymodocea rotundata,7.5,0.8,1.06
CKCr5,Cymodocea rotundata,12.5,0.93,0.8
CKCr5,Cymodocea rotundata,17.5,1.03,0.48
CKCr5,Cymodocea rotundata,22.5,1.17,0.85
CKCr5,Cymodocea rotundata,27.5,1.16,0.72
CKCr5,Cymodocea rotundata,32.5,1.13,1.02
CKCr5,Cymodocea rotundata,37.5,1.39,0.83
CKCr5,Cymodocea rotundata,42.5,1.26,0.9
CKCr5,Cymodocea rotundata,47.5,1.03,0.74
UUCR1,Cymodocea rotundata,2.5,0.67,0.78
UUCR1,Cymodocea rotundata,7.5,0.7,0.58
UUCR1,Cymodocea rotundata,12.5,0.85,0.54
UUCR1,Cymodocea rotundata,17.5,0.83,0.65
UUCr3,Cymodocea rotundata,2.5,0.57,0.78
UUCr3,Cymodocea rotundata,7.5,0.75,0.69
UUCr3,Cymodocea rotundata,12.5,0.77,0.56
UUCr3,Cymodocea rotundata,17.5,0.89,0.6
UUCr3,Cymodocea rotundata,22.5,0.88,0.53
UUCr3,Cymodocea rotundata,27.5,0.88,0.41
UUCr3,Cymodocea rotundata,32.5,1.05,0.64
UUCr3,Cymodocea rotundata,37.5,0.79,1.34
UUCr3,Cymodocea rotundata,42.5,0.84,0.84
UUCr3,Cymodocea rotundata,47.5,0.8,1.14
Cr1,Cymodocea rotundata,1,1.81,0.34
Cr1,Cymodocea rotundata,3,1.68,0.32
Cr1,Cymodocea rotundata,5,1.7,0.34
Cr1,Cymodocea rotundata,7,1.64,0.37
Cr1,Cymodocea rotundata,9,1.73,0.26
Cr1,Cymodocea rotundata,11,1.65,0.31
Cr1,Cymodocea rotundata,13,1.74,0.24
Cr1,Cymodocea rotundata,15,1.65,0.23
Cr1,Cymodocea rotundata,17,1.8,0.2
Cr1,Cymodocea rotundata,19,1.7,0.18
Cr2,Cymodocea rotundata,1,1.67,0.44
Cr2,Cymodocea rotundata,3,1.77,0.48
Cr2,Cymodocea rotundata,5,1.65,0.61
Cr2,Cymodocea rotundata,7,1.67,0.61
Cr2,Cymodocea rotundata,9,1.62,0.42
Cr2,Cymodocea rotundata,11,1.64,0.34
Cr2,Cymodocea rotundata,13,1.71,0.47
Cr2,Cymodocea rotundata,15,1.69,0.41
Cr2,Cymodocea rotundata,17,1.72,0.36
Cr3,Cymodocea rotundata,1,1.54,0.36
Cr3,Cymodocea rotundata,3,1.69,0.42
Cr3,Cymodocea rotundata,5,1.67,0.46
Cr3,Cymodocea rotundata,7,1.7,0.28
Cr3,Cymodocea rotundata,9,1.79,0.32
Cr3,Cymodocea rotundata,11,1.67,0.37
Cr3,Cymodocea rotundata,13,1.74,0.26
Cr3,Cymodocea rotundata,15,1.72,0.25
Cr3,Cymodocea rotundata,17,1.62,0.2
Cr3,Cymodocea rotundata,19,1.66,0.12
Cr2M,Cymodocea rotundata,1,1.22,0.25
Cr2M,Cymodocea rotundata,3,1.3,0.31
Cr2M,Cymodocea rotundata,5,1.27,0.24
Cr2M,Cymodocea rotundata,7,1.2,0.16
Cr2M,Cymodocea rotundata,9,1.13,0.07
Cr2M,Cymodocea rotundata,11,1.21,0.05
Cr2M,Cymodocea rotundata,13,1.23,0.07
Cr2M,Cymodocea rotundata,15,1.26,0.08
Cr2M,Cymodocea rotundata,17,1.16,0.01
Cr2M,Cymodocea rotundata,19,1.07,0.1
Cr3M,Cymodocea rotundata,1,1.33,0.2
Cr3M,Cymodocea rotundata,3,1.32,0.19
Cr3M,Cymodocea rotundata,5,1.24,0.32
Cr3M,Cymodocea rotundata,7,1.26,0.25
Cr3M,Cymodocea rotundata,9,1.35,0.18
Cr3M,Cymodocea rotundata,11,1.37,0.02
Cr3M,Cymodocea rotundata,13,1.24,0.03
Cr3M,Cymodocea rotundata,15,1.32,0.11
Cr3M,Cymodocea rotundata,17,1.33,0
Cr3M,Cymodocea rotundata,19,1.27,0.01
646,Cymodocea serrulata,1,1.32,1.2
646,Cymodocea serrulata,3,1.26,0.79
646,Cymodocea serrulata,5,1.23,0.63
646,Cymodocea serrulata,8,1.19,0.85
646,Cymodocea serrulata,12.5,1.31,0.77
646,Cymodocea serrulata,17.5,1.26,0.58
650,Cymodocea serrulata,1,1.26,1.33
650,Cymodocea serrulata,3,1.3,0.53
650,Cymodocea serrulata,5,1.38,0.18
650,Cymodocea serrulata,8,1.38,0.12
650,Cymodocea serrulata,12.5,1.38,0.1
650,Cymodocea serrulata,17.5,1.4,0.3
S-2,Cymodocea serrulata,3.5,1.24,0.42
S-2,Cymodocea serrulata,12.7,1.31,0.39
"S-4,",Cymodocea serrulata,5,1.16,0.59
"S-4,",Cymodocea serrulata,15,1.09,0.63
"S-4,",Cymodocea serrulata,25,1.1,0.59
"S-4,",Cymodocea serrulata,35,1.21,0.56
"S-4,",Cymodocea serrulata,45,1.31,0.4
"C1, S-1",Cymodocea serrulata,5.95,1.24,0.27
"C1, S-1",Cymodocea serrulata,17.85,1.2,0.52
"C1, S-1",Cymodocea serrulata,29.7,1.23,0.55
"C1, S-1",Cymodocea serrulata,41.55,1.33,0.49
"C1, S-1",Cymodocea serrulata,53.45,1.42,0.45
647,Enhalus acoroides,1,1.26,1.19
647,Enhalus acoroides,3,1.39,0.73
647,Enhalus acoroides,5,1.21,0.48
647,Enhalus acoroides,8,1.39,0.52
647,Enhalus acoroides,12.5,1.34,0.63
647,Enhalus acoroides,17.5,1.38,0.84
652,Enhalus acoroides,1,1.44,0.41
652,Enhalus acoroides,3,1.3,0.56
652,Enhalus acoroides,5,1.33,0.89
652,Enhalus acoroides,8,1.36,0.46
652,Enhalus acoroides,12.5,1.39,0.3
652,Enhalus acoroides,17.5,1.38,0.18
656,Enhalus acoroides,1,1.42,0.46
656,Enhalus acoroides,3,1.4,0.21
656,Enhalus acoroides,5,1.4,0.38
656,Enhalus acoroides,8,1.38,0.28
656,Enhalus acoroides,12.5,1.35,0.41
656,Enhalus acoroides,17.5,1.37,0.54
"C2, F-1",Enhalus acoroides,2.6,1.29,0.33
"C2, F-1",Enhalus acoroides,10.35,1.29,0.32
"C2, F-1",Enhalus acoroides,20.7,1.26,0.32
"C2, F-1",Enhalus acoroides,31.05,1.3,0.42
"C2, F-1",Enhalus acoroides,41.4,1.29,0.39
"C2, F-1",Enhalus acoroides,51.75,1.32,0.41
"C3, F-2",Enhalus acoroides,2.7,1.3,0.38
"C3, F-2",Enhalus acoroides,10.8,1.34,0.34
"C3, F-2",Enhalus acoroides,21.6,1.34,0.35
"C3, F-2",Enhalus acoroides,32.4,1.32,0.41
"C3, F-2",Enhalus acoroides,43.2,1.26,0.51
"C3, F-2",Enhalus acoroides,54,1.3,0.7
"Ts3, MH",Enhalus acoroides,2.65,1.67,0.09
"Ts3, MH",Enhalus acoroides,7.9,1.56,0.32
"Ts3, MH",Enhalus acoroides,13.15,1.36,0.9
"Ts3, MH",Enhalus acoroides,18.45,1.47,0.52
"Ts3, MH",Enhalus acoroides,23.7,1.46,0.62
"Ts3, MH",Enhalus acoroides,28.95,1.47,0.52
"Ts3, MH",Enhalus acoroides,34.2,1.5,0.49
"Ts3, MH",Enhalus acoroides,39.45,1.43,0.67
"Ts3, MH",Enhalus acoroides,44.75,1.54,0.28
"Ts3, MH",Enhalus acoroides,50,1.43,0.56
CKEn3,Enhalus acoroides,2.5,0.64,0.93
CKEn3,Enhalus acoroides,7.5,0.94,0.72
CKEn3,Enhalus acoroides,12.5,0.97,0.95
CKEn3,Enhalus acoroides,17.5,0.8,1.44
CKEn3,Enhalus acoroides,22.5,1.1,1.36
CKEn3,Enhalus acoroides,27.5,1.02,1.17
CKEn3,Enhalus acoroides,32.5,1.17,1.08
CKEn3,Enhalus acoroides,37.5,1.14,1
CKEn3,Enhalus acoroides,42.5,1.13,1.18
CKEn3,Enhalus acoroides,47.5,1.18,0.92
UUEn3,Enhalus acoroides,2.5,0.49,0.93
UUEn3,Enhalus acoroides,7.5,0.4,1.04
UUEn3,Enhalus acoroides,12.5,0.63,1.01
UUEn3,Enhalus acoroides,17.5,0.67,0.99
UUEn3,Enhalus acoroides,22.5,0.72,1.22
UUEn3,Enhalus acoroides,27.5,0.64,1.13
UUEn3,Enhalus acoroides,32.5,0.72,0.95
UUEn3,Enhalus acoroides,37.5,0.89,1.28
UUEn3,Enhalus acoroides,42.5,0.9,0.85
UUEn3,Enhalus acoroides,47.5,0.83,0.82
F-3,Enhalus acoroides,5,1.2,0.51
F-3,Enhalus acoroides,15,1.05,0.58
F-3,Enhalus acoroides,25,1.15,0.62
F-3,Enhalus acoroides,35,1.25,0.52
F-3,Enhalus acoroides,45,1.3,0.76
RSF,Enhalus acoroides,0.5524,0.74,0.57
RSF,Enhalus acoroides,1.6572,0.75,0.6
RSF,Enhalus acoroides,2.762,0.61,0.62
RSF,Enhalus acoroides,3.8668,0.67,0.62
RSF,Enhalus acoroides,4.9716,0.75,0.57
RSF,Enhalus acoroides,6.0764,0.92,0.53
RSF,Enhalus acoroides,7.1812,0.73,0.5
RSF,Enhalus acoroides,8.286,0.83,0.47
RSF,Enhalus acoroides,9.3908,0.8,0.49
RSF,Enhalus acoroides,10.4956,0.86,0.47
RSF,Enhalus acoroides,11.6004,0.73,0.46
RSF,Enhalus acoroides,12.7052,0.68,0.49
RSF,Enhalus acoroides,13.81,0.91,0.48
RSF,Enhalus acoroides,14.9148,0.8,0.49
RSF,Enhalus acoroides,16.0196,0.67,0.51
RSF,Enhalus acoroides,17.1244,0.72,0.49
RSF,Enhalus acoroides,18.2292,0.77,0.41
RSF,Enhalus acoroides,19.334,0.7,0.52
RSF,Enhalus acoroides,20.4388,0.75,0.52
RSF,Enhalus acoroides,21.5436,0.75,0.48
RSF,Enhalus acoroides,22.6484,0.73,0.47
RSF,Enhalus acoroides,23.7532,0.74,0.46
RSF,Enhalus acoroides,24.858,0.74,0.45
RSF,Enhalus acoroides,25.9628,0.73,0.44
RSF,Enhalus acoroides,27.0676,0.68,0.44
RSF,Enhalus acoroides,28.1724,0.67,0.44
RSF,Enhalus acoroides,29.2772,0.87,0.43
RSF,Enhalus acoroides,30.382,0.83,0.43
RSF,Enhalus acoroides,31.4868,0.86,0.4
RSF,Enhalus acoroides,32.5916,0.92,0.38
RSF,Enhalus acoroides,33.6964,0.81,0.37
RSF,Enhalus acoroides,34.8012,0.77,0.37
RSF,Enhalus acoroides,35.906,0.85,0.32
RSF,Enhalus acoroides,37.0108,0.78,0.28
RSF,Enhalus acoroides,38.1156,0.88,0.3
RSF,Enhalus acoroides,39.2204,0.94,0.32
RSF,Enhalus acoroides,40.3252,1.13,0.33
RSF,Enhalus acoroides,41.43,0.85,0.33
RSF,Enhalus acoroides,42.5348,1.14,0.33
RSF,Enhalus acoroides,43.6396,0.95,0.33
RSF,Enhalus acoroides,44.7444,0.69,0.32
RSF,Enhalus acoroides,45.8492,0.78,0.31
RSF,Enhalus acoroides,46.954,0.75,0.29
RSF,Enhalus acoroides,48.0588,0.96,0.27
RSF,Enhalus acoroides,49.1636,0.84,0.26
RSF,Enhalus acoroides,50.2684,0.96,0.26
UUEn1,Enhalus acoroides,2.5,0.37,1.01
UUEn1,Enhalus acoroides,7.5,0.45,0.97
UUEn1,Enhalus acoroides,12.5,0.48,1.01
UUEn1,Enhalus acoroides,17.5,0.45,0.99
EAP1,Enhalus acoroides,2.5,1.02,1
EAP1,Enhalus acoroides,7.5,1.2,1.06
EAP1,Enhalus acoroides,12.5,1.28,1.05
EAP1,Enhalus acoroides,17.5,1.44,0.87
EAP2,Enhalus acoroides,2.5,1.67,1.09
EAP2,Enhalus acoroides,7.5,1.41,0.86
EAP2,Enhalus acoroides,12.5,1.45,0.85
EAP2,Enhalus acoroides,17.5,1.49,0.93
#37-1,Enhalus acoroides,2.5,1.27,0.44
#37-1,Enhalus acoroides,7.5,1.33,0.46
#37-1,Enhalus acoroides,12.5,1.32,0.44
RSE,Enhalus acoroides,0.57245,0.91,0.78
RSE,Enhalus acoroides,1.71735,0.75,0.76
RSE,Enhalus acoroides,2.86225,0.91,0.83
RSE,Enhalus acoroides,4.00715,0.71,0.94
RSE,Enhalus acoroides,5.15205,0.69,0.88
RSE,Enhalus acoroides,6.29695,0.71,0.85
RSE,Enhalus acoroides,7.44185,0.78,1
RSE,Enhalus acoroides,8.58675,0.56,1.03
RSE,Enhalus acoroides,9.73165,0.61,0.91
RSE,Enhalus acoroides,10.87655,0.64,0.79
RSE,Enhalus acoroides,12.02145,0.4,1.13
RSE,Enhalus acoroides,13.16635,0.63,0.92
RSE,Enhalus acoroides,14.31125,0.85,0.89
RSE,Enhalus acoroides,15.45615,0.74,0.74
RSE,Enhalus acoroides,16.60105,0.65,0.68
RSE,Enhalus acoroides,17.74595,0.83,0.64
RSE,Enhalus acoroides,18.89085,0.71,0.57
RSE,Enhalus acoroides,20.03575,1.09,0.58
RSE,Enhalus acoroides,21.18065,0.96,0.6
RSE,Enhalus acoroides,22.32555,0.98,0.53
RSE,Enhalus acoroides,23.47045,0.72,0.51
RSE,Enhalus acoroides,24.61535,0.83,0.49
RSE,Enhalus acoroides,25.76025,1.03,0.51
RSE,Enhalus acoroides,26.90515,0.76,0.54
RSE,Enhalus acoroides,28.05005,0.88,0.55
RSE,Enhalus acoroides,29.19495,0.68,0.57
RSE,Enhalus acoroides,30.33985,0.74,0.55
RSE,Enhalus acoroides,31.48475,0.72,0.54
RSE,Enhalus acoroides,32.62965,0.87,0.52
RSE,Enhalus acoroides,33.77455,0.93,0.51
RSE,Enhalus acoroides,34.91945,0.99,0.49
RSE,Enhalus acoroides,36.06435,0.96,0.47
RSE,Enhalus acoroides,37.20925,0.92,0.46
RSE,Enhalus acoroides,38.35415,0.89,0.45
RSE,Enhalus acoroides,39.49905,0.86,0.48
RSE,Enhalus acoroides,40.64395,0.77,0.51
RSE,Enhalus acoroides,41.78885,0.84,0.49
RSE,Enhalus acoroides,42.93375,0.71,0.47
RSE,Enhalus acoroides,44.07865,0.72,0.47
RSE,Enhalus acoroides,45.22355,0.68,0.47
RSE,Enhalus acoroides,46.36845,0.57,0.48
RSE,Enhalus acoroides,47.51335,0.85,0.49
RSE,Enhalus acoroides,48.65825,0.87,0.49
RSE,Enhalus acoroides,49.80315,0.87,0.48
VV,Halodule emarginata,0,0.89,1.95
VV,Halodule emarginata,10,1.06,2.19
VV,Halodule emarginata,20,0.8,2.53
VV,Halodule emarginata,30,0.62,2.44
VV,Halodule emarginata,40,0.65,2.41
VV,Halodule emarginata,50,0.95,1.62
V,Halodule emarginata,0,1.3,0.62
V,Halodule emarginata,10,1.21,0.81
V,Halodule emarginata,20,1.08,1.4
V,Halodule emarginata,30,1.03,1.73
V,Halodule emarginata,40,0.75,1.48
V,Halodule emarginata,50,0.76,1.35
004AD1,Halodule uninervis,1,1.26,0.9
004AD1,Halodule uninervis,4,1.28,0.78
004AD1,Halodule uninervis,7,1.22,1.43
004AD1,Halodule uninervis,16,1.19,0.92
004AD1,Halodule uninervis,19,1.36,0.91
004AD1,Halodule uninervis,25,1.42,0.81
004AD1,Halodule uninervis,31,1.37,1.07
004AD1,Halodule uninervis,37,1.57,0.89
004AD1,Halodule uninervis,43,1.56,1.08
004AD1,Halodule uninervis,49,1.59,1.02
004AD2,Halodule uninervis,1,1.14,0.94
004AD2,Halodule uninervis,4,1.32,1.06
004AD2,Halodule uninervis,7,1.54,1.2
004AD2,Halodule uninervis,10,1.58,0.85
004AD2,Halodule uninervis,13,1.54,0.98
004AD2,Halodule uninervis,16,1.51,1.26
004AD2,Halodule uninervis,19,1.82,1.12
004AD2,Halodule uninervis,25,1.43,0.99
004AD2,Halodule uninervis,31,1.54,0.34
004AD2,Halodule uninervis,37,1.45,0.55
004AD2,Halodule uninervis,43,1.54,0.32
004AD2,Halodule uninervis,49,1.37,0.47
010AD1,Halodule uninervis,2,0.97,1.45
010AD1,Halodule uninervis,5,0.9,1.05
010AD1,Halodule uninervis,8,0.79,1.14
010AD1,Halodule uninervis,11,0.92,1.12
010AD1,Halodule uninervis,14,1.07,1.15
010AD1,Halodule uninervis,17,1.1,1.16
010AD1,Halodule uninervis,20,1.03,1.12
010AD1,Halodule uninervis,23,1.06,1.22
010AD1,Halodule uninervis,26,1.17,1.21
010AD1,Halodule uninervis,32,1.12,1.23
010AD1,Halodule uninervis,38,1.19,1.36
010AD1,Halodule uninervis,44,1.23,1.41
010AD1,Halodule uninervis,50,1.28,1.13
010AD2,Halodule uninervis,0.75,0.49,1.41
010AD2,Halodule uninervis,3,0.78,2.32
010AD2,Halodule uninervis,6,1.06,2.44
010AD2,Halodule uninervis,9,0.82,1.34
010AD2,Halodule uninervis,12,1.11,1.02
010AD2,Halodule uninervis,15,0.99,1.02
010AD2,Halodule uninervis,18,1.15,0.99
010AD2,Halodule uninervis,21,1.31,0.9
010AD2,Halodule uninervis,24,1.08,0.82
010AD2,Halodule uninervis,30,1.34,0.96
010AD2,Halodule uninervis,36,1.23,0.68
010AD2,Halodule uninervis,42,1.19,0.89
010AD2,Halodule uninervis,48,1.45,0.74
011AD1,Halodule uninervis,1,1.22,1.66
011AD1,Halodule uninervis,4,1.25,0.81
011AD1,Halodule uninervis,7,1.38,0.76
011AD1,Halodule uninervis,10,1.36,0.57
011AD1,Halodule uninervis,13,1.43,0.52
011AD1,Halodule uninervis,16,1.38,0.87
011AD1,Halodule uninervis,19,1.34,1.28
011AD1,Halodule uninervis,22,1.37,1.66
011AD1,Halodule uninervis,25,1.36,0.66
011AD1,Halodule uninervis,28,1.33,1.65
011AD1,Halodule uninervis,31,1.38,1.27
011AD1,Halodule uninervis,34,1.27,0.81
011AD1,Halodule uninervis,37,1.26,0.39
011AD1,Halodule uninervis,43,1.3,0.42
011AD1,Halodule uninervis,49,1.33,0.16
011AD2,Halodule uninervis,3,1.35,0.99
011AD2,Halodule uninervis,6,1.33,0.8
011AD2,Halodule uninervis,9,1.39,0.27
011AD2,Halodule uninervis,12,1.36,0.53
011AD2,Halodule uninervis,15,1.4,1.2
011AD2,Halodule uninervis,18,1.37,0.48
011AD2,Halodule uninervis,21,1.38,0.12
011AD2,Halodule uninervis,24,1.36,0.66
011AD2,Halodule uninervis,27,1.33,0.49
011AD2,Halodule uninervis,30,1.44,0.56
011AD2,Halodule uninervis,36,1.49,0.44
011AD2,Halodule uninervis,42,1.45,0.4
011AD2,Halodule uninervis,48,1.42,0
012AD1,Halodule uninervis,2,1.31,0.7
012AD1,Halodule uninervis,5,1.32,0.69
012AD1,Halodule uninervis,8,1.36,0.53
012AD1,Halodule uninervis,11,1.41,0.29
012AD1,Halodule uninervis,14,1.46,0.18
012AD1,Halodule uninervis,17,1.43,0.16
012AD1,Halodule uninervis,20,1.43,0.32
012AD1,Halodule uninervis,23,1.42,0.15
012AD1,Halodule uninervis,26,1.38,0.41
012AD1,Halodule uninervis,29,1.34,0.23
012AD1,Halodule uninervis,32,1.48,0.36
012AD1,Halodule uninervis,38,1.44,0.41
012AD1,Halodule uninervis,44,1.49,0.35
012AD1,Halodule uninervis,50,1.44,0.36
012AD2,Halodule uninervis,1,1.28,0.57
012AD2,Halodule uninervis,4,1.27,0.83
012AD2,Halodule uninervis,7,1.39,0.37
012AD2,Halodule uninervis,10,1.39,0.53
012AD2,Halodule uninervis,13,1.42,0.9
012AD2,Halodule uninervis,16,1.45,0.45
012AD2,Halodule uninervis,19,1.47,0.46
012AD2,Halodule uninervis,22,1.4,0.62
012AD2,Halodule uninervis,25,1.5,0.27
012AD2,Halodule uninervis,28,1.38,0.57
012AD2,Halodule uninervis,31,1.49,0.73
012AD2,Halodule uninervis,37,1.48,0.58
012AD2,Halodule uninervis,43,1.48,0.6
012AD2,Halodule uninervis,49,1.49,0.43
015AD1,Halodule uninervis,0.75,1.39,0.11
015AD1,Halodule uninervis,3.75,1.34,0.33
015AD1,Halodule uninervis,6.75,1.34,0.55
015AD1,Halodule uninervis,9.75,1.41,0.58
015AD1,Halodule uninervis,12.75,1.35,0.45
015AD1,Halodule uninervis,15.75,1.36,0.93
015AD1,Halodule uninervis,21,1.46,0.63
015AD1,Halodule uninervis,24,1.46,0.45
015AD1,Halodule uninervis,27,1.47,0.69
015AD1,Halodule uninervis,30,1.52,0.43
015AD1,Halodule uninervis,36,1.34,1.19
015AD1,Halodule uninervis,42,1.47,0.32
015AD1,Halodule uninervis,48,1.38,0.18
015AD2,Halodule uninervis,1,1.19,1.68
015AD2,Halodule uninervis,4,1.32,1.41
015AD2,Halodule uninervis,7,1.31,0.16
015AD2,Halodule uninervis,10,1.27,0.77
015AD2,Halodule uninervis,13,1.39,0.43
015AD2,Halodule uninervis,16,1.27,0.74
015AD2,Halodule uninervis,19,1.36,0.78
015AD2,Halodule uninervis,22,1.39,0.5
015AD2,Halodule uninervis,25,1.38,0.41
015AD2,Halodule uninervis,28,1.38,0.4
015AD2,Halodule uninervis,31,1.44,0.51
015AD2,Halodule uninervis,37,1.54,0.56
015AD2,Halodule uninervis,43,1.5,0.46
015AD2,Halodule uninervis,,,
018AD1,Halodule uninervis,0.75,1.39,0.62
018AD1,Halodule uninervis,3,1.41,0.64
018AD1,Halodule uninervis,6,1.36,0.55
018AD1,Halodule uninervis,9,1.43,0.51
018AD1,Halodule uninervis,12,1.5,0.16
018AD1,Halodule uninervis,15,1.39,0.41
018AD1,Halodule uninervis,24,1.45,0.14
018AD1,Halodule uninervis,27,1.44,0.23
018AD1,Halodule uninervis,30,1.39,0.42
018AD1,Halodule uninervis,33,1.41,0.07
018AD1,Halodule uninervis,36,1.43,0.67
018AD1,Halodule uninervis,39,1.37,0.53
018AD1,Halodule uninervis,42,1.41,
018AD1,Halodule uninervis,45,1.44,0.79
018AD1,Halodule uninervis,48,1.39,0.47
018AD2,Halodule uninervis,1,1.37,0.15
018AD2,Halodule uninervis,4,1.41,0.3
018AD2,Halodule uninervis,7,1.42,0.27
018AD2,Halodule uninervis,10,1.43,0.4
018AD2,Halodule uninervis,13,1.42,0.31
018AD2,Halodule uninervis,16,1.44,0.09
018AD2,Halodule uninervis,19,1.42,0.21
018AD2,Halodule uninervis,22,1.38,0.62
018AD2,Halodule uninervis,25,1.45,0.48
018AD2,Halodule uninervis,28,1.41,0.54
018AD2,Halodule uninervis,34,1.4,0.45
018AD2,Halodule uninervis,40,1.39,0.46
018AD2,Halodule uninervis,46,1.39,0.44
018AD2,Halodule uninervis,52,1.44,0.58
GNNAD1,Halodule uninervis,2,1.42,0.4
GNNAD1,Halodule uninervis,5,1.58,0.59
GNNAD1,Halodule uninervis,8,1.5,0.22
GNNAD1,Halodule uninervis,12.5,1.57,0.51
GNNAD1,Halodule uninervis,17,1.29,0.55
GNNAD1,Halodule uninervis,21.5,1.45,0.28
GNNAD1,Halodule uninervis,29,1.46,0.22
GNNAD1,Halodule uninervis,35,1.61,0.17
GNNAD1,Halodule uninervis,38,1.53,0.23
GNNAD2,Halodule uninervis,1,1.5,0.92
GNNAD2,Halodule uninervis,4,1.38,0.77
GNNAD2,Halodule uninervis,7,1.43,0.51
GNNAD2,Halodule uninervis,10,1.28,0.27
GNNAD2,Halodule uninervis,13,1.49,0.09
GNNAD2,Halodule uninervis,19,1.41,1.01
GNNAD2,Halodule uninervis,25,1.56,0.1
GNNAD2,Halodule uninervis,28,1.52,0.22
003AD1,Halodule uninervis,2,1.38,0.38
003AD1,Halodule uninervis,5,1.36,1.11
003AD1,Halodule uninervis,8,1.42,0.57
003AD1,Halodule uninervis,11,1.43,0.35
003AD1,Halodule uninervis,14,1.46,0.12
003AD1,Halodule uninervis,17,1.4,0.75
003AD1,Halodule uninervis,20,1.48,1.16
003AD1,Halodule uninervis,1,1.44,0.8
003AD1,Halodule uninervis,4,1.38,1.68
003AD1,Halodule uninervis,7,1.38,0.04
003AD1,Halodule uninervis,10,1.4,0.73
003AD1,Halodule uninervis,13,1.42,0.42
003AD1,Halodule uninervis,19,1.37,0.75
003AD1,Halodule uninervis,25,1.38,0.74
003AD1,Halodule uninervis,37,1.58,0.27
010AD3,Halodule uninervis,0.75,0.95,1.41
010AD3,Halodule uninervis,3,1.23,0.63
010AD3,Halodule uninervis,6,1.16,0.94
010AD3,Halodule uninervis,9,1.14,1.04
010AD3,Halodule uninervis,12,1.17,1.03
010AD3,Halodule uninervis,15,1.31,0.71
010AD3,Halodule uninervis,18,1.35,0.9
010AD3,Halodule uninervis,21,1.3,0.89
017AD1,Halodule uninervis,0.75,1.33,0.41
017AD1,Halodule uninervis,3,,
017AD1,Halodule uninervis,6,1.38,1
017AD1,Halodule uninervis,9,1.43,0.44
017AD1,Halodule uninervis,12,1.28,0.73
017AD1,Halodule uninervis,15,1.31,0.36
017AD1,Halodule uninervis,18,1.31,0.19
017AD1,Halodule uninervis,21,1.39,0.58
017AD1,Halodule uninervis,24,1.43,0.71
017AD1,Halodule uninervis,27,1.3,0.56
017AD1,Halodule uninervis,30,1.4,0.26
017AD1,Halodule uninervis,36,1.48,0.5
017AD2,Halodule uninervis,0.75,1.22,0.95
017AD2,Halodule uninervis,3,1.35,1.23
017AD2,Halodule uninervis,6,1.34,0.57
017AD2,Halodule uninervis,9,1.34,0.54
017AD2,Halodule uninervis,12,1.39,0.25
017AD2,Halodule uninervis,15,1.41,0.66
017AD2,Halodule uninervis,18,1.41,0.27
017AD2,Halodule uninervis,21,1.32,0.78
017AD2,Halodule uninervis,26,1.46,0.48
AHS1,Halodule uninervis,0.5625,0.98,0.43
AHS1,Halodule uninervis,1.6875,1.25,0.24
AHS1,Halodule uninervis,2.8125,1.31,0.27
AHS1,Halodule uninervis,3.9375,1.35,0.48
AHS1,Halodule uninervis,5.0625,1.44,0.43
AHS1,Halodule uninervis,6.1875,1.19,0.39
AHS1,Halodule uninervis,7.3125,1.15,0.41
AHS1,Halodule uninervis,8.4375,1.07,0.29
AHS1,Halodule uninervis,9.5625,1.26,0.23
AHS1,Halodule uninervis,10.6875,1.33,0.27
AHS1,Halodule uninervis,11.8125,1.18,0.23
